,H,RBI,AVG,OBP,SLG,OPS,ISO,XBH+
1675,127,75,0.28,0.344,0.532,0.876,0.252,0.0576540755467196
1676,165,94,0.276,0.356,0.497,0.853,0.221,0.1401459854014598
1677,156,84,0.297,0.368,0.506,0.874,0.209,0.0441426146010186
1678,120,73,0.26,0.316,0.488,0.804,0.228,-0.0019762845849802
1679,160,77,0.305,0.375,0.51,0.885,0.206,0.1090604026845637
1680,176,76,0.29,0.34,0.459,0.799,0.168,0.0015220700152207
1681,172,119,0.279,0.361,0.51,0.871,0.231,0.0428571428571428
1682,141,86,0.285,0.364,0.504,0.868,0.219,0.0088809946714031
1683,178,38,0.307,0.387,0.359,0.745,0.052,0.0771558245083207
1684,162,75,0.3,0.376,0.446,0.823,0.146,0.1225490196078431
1685,160,83,0.269,0.318,0.466,0.783,0.197,0.0264797507788162
1686,153,146,0.251,0.339,0.543,0.881,0.292,-0.0228571428571428
1687,183,55,0.316,0.345,0.44,0.786,0.124,0.1127450980392156
1688,148,60,0.288,0.366,0.401,0.766,0.113,0.0766609880749574
1689,146,78,0.261,0.312,0.442,0.754,0.181,0.064039408866995
1690,174,95,0.277,0.327,0.481,0.808,0.204,0.0744525547445255
1691,157,69,0.287,0.349,0.446,0.795,0.159,0.0488599348534201
1692,162,115,0.271,0.353,0.518,0.871,0.247,0.0626822157434402
1693,181,90,0.291,0.361,0.462,0.823,0.172,0.0544412607449856
1694,179,66,0.283,0.314,0.415,0.729,0.131,0.1111111111111111
1695,134,86,0.25,0.367,0.507,0.875,0.257,0.0108527131782945
1696,132,40,0.282,0.351,0.44,0.791,0.158,0.0038387715930902
1697,155,85,0.248,0.315,0.443,0.758,0.195,-0.0128755364806866
1698,162,84,0.26,0.299,0.433,0.732,0.173,-0.0149700598802395
1699,111,46,0.234,0.342,0.398,0.74,0.164,0.0303571428571428
1700,178,67,0.291,0.333,0.502,0.836,0.211,0.0874811463046757
1701,127,49,0.246,0.327,0.324,0.651,0.078,0.059625212947189
1702,163,46,0.302,0.359,0.406,0.765,0.104,0.1043771043771043
1703,155,95,0.292,0.322,0.445,0.767,0.153,0.1001757469244288
1704,127,68,0.251,0.34,0.466,0.807,0.215,0.049828178694158
1705,129,58,0.257,0.359,0.379,0.738,0.122,0.0220338983050847
1706,162,102,0.276,0.372,0.507,0.879,0.231,0.0259365994236311
1707,133,85,0.27,0.341,0.5,0.841,0.23,0.0072202166064981
1708,129,97,0.239,0.32,0.458,0.779,0.219,-0.0946166394779771
1709,108,38,0.251,0.366,0.309,0.676,0.058,-0.0539499036608863
1710,164,91,0.268,0.3,0.459,0.759,0.191,0.0578386605783866
1711,149,70,0.271,0.339,0.41,0.749,0.138,-0.0310965630114566
1712,154,52,0.271,0.298,0.371,0.669,0.1,0.0805921052631579
1713,175,99,0.286,0.328,0.452,0.78,0.165,0.0632530120481927
1714,107,29,0.229,0.288,0.3,0.588,0.071,-0.0680933852140077
1715,140,61,0.268,0.33,0.402,0.731,0.134,0.0153321976149914
1716,125,61,0.249,0.323,0.406,0.729,0.157,-0.0393559928443649
1717,120,26,0.251,0.308,0.296,0.604,0.046,0.0055762081784386
1718,172,90,0.289,0.338,0.434,0.772,0.145,0.053763440860215
1719,138,85,0.283,0.381,0.498,0.879,0.215,-0.0228471001757469
1720,118,93,0.247,0.299,0.514,0.812,0.266,0.0173410404624277
1721,143,71,0.239,0.294,0.359,0.653,0.12,0.009188361408882
1723,161,93,0.282,0.397,0.508,0.905,0.226,0.0946142649199417
1724,197,106,0.342,0.41,0.543,0.954,0.201,0.102760736196319
1725,178,106,0.292,0.364,0.525,0.888,0.233,0.0922190201729106
1726,137,94,0.281,0.349,0.486,0.834,0.205,0.0671506352087114
1727,177,141,0.299,0.412,0.602,1.014,0.303,0.0681502086230876
1728,153,99,0.277,0.407,0.551,0.958,0.274,0.0734214390602055
1729,161,92,0.297,0.377,0.552,0.93,0.256,0.0875796178343949
1730,163,111,0.306,0.393,0.579,0.972,0.273,0.089430894308943
1731,189,90,0.33,0.387,0.556,0.943,0.226,0.1105845181674565
1732,141,54,0.293,0.366,0.383,0.749,0.089,0.0661764705882353
1733,203,114,0.32,0.386,0.551,0.937,0.231,0.097457627118644
1734,158,86,0.3,0.366,0.532,0.899,0.232,0.0170068027210884
1735,180,101,0.297,0.352,0.49,0.842,0.193,0.0239880059970015
1736,153,99,0.268,0.373,0.506,0.879,0.238,0.007396449704142
1737,173,35,0.285,0.354,0.384,0.738,0.099,-0.0014749262536873
1738,151,84,0.322,0.414,0.567,0.981,0.245,0.0735294117647058
1739,136,79,0.28,0.363,0.468,0.832,0.188,0.0300884955752212
1740,172,141,0.279,0.36,0.571,0.931,0.292,0.0071123755334281
1741,136,70,0.25,0.342,0.452,0.795,0.202,-0.0302547770700636
1742,158,76,0.299,0.377,0.436,0.812,0.136,0.1142384105960264
1743,136,93,0.272,0.347,0.552,0.899,0.28,0.0761061946902654
1744,181,62,0.292,0.358,0.445,0.803,0.153,0.1340057636887608
1745,150,102,0.26,0.349,0.543,0.892,0.284,-0.0755287009063444
1746,164,72,0.307,0.39,0.447,0.837,0.14,0.0
1747,165,72,0.282,0.346,0.472,0.818,0.19,0.035548686244204
1748,126,53,0.25,0.352,0.329,0.68,0.079,0.0153061224489795
1749,165,47,0.269,0.335,0.375,0.711,0.106,0.0661764705882353
1750,156,62,0.283,0.357,0.417,0.774,0.134,0.0396196513470681
1751,162,47,0.321,0.39,0.46,0.85,0.139,0.0938053097345132
1752,161,98,0.276,0.329,0.447,0.776,0.171,0.0900621118012422
1753,119,52,0.251,0.307,0.407,0.714,0.156,0.0326923076923076
1754,126,80,0.274,0.399,0.509,0.907,0.235,0.0568383658969804
1755,177,86,0.325,0.416,0.489,0.904,0.164,0.0961240310077519
1756,137,90,0.243,0.354,0.459,0.813,0.216,-0.0104790419161676
1757,138,49,0.307,0.358,0.464,0.822,0.158,0.1073558648111332
1758,168,77,0.25,0.296,0.423,0.719,0.173,0.136551724137931
1759,129,54,0.259,0.375,0.421,0.796,0.162,0.0348258706467661
1760,130,64,0.261,0.319,0.419,0.738,0.158,-0.0311355311355311
1761,129,71,0.264,0.388,0.43,0.818,0.166,0.0570469798657718
1762,129,97,0.265,0.329,0.447,0.775,0.181,0.0
1763,162,106,0.272,0.361,0.508,0.869,0.237,0.075912408759124
1764,135,64,0.258,0.33,0.401,0.731,0.143,0.0440677966101694
1765,171,54,0.284,0.343,0.369,0.712,0.085,0.0295420974889217
1766,139,65,0.261,0.32,0.428,0.748,0.167,0.0621848739495798
1767,135,88,0.255,0.302,0.42,0.722,0.164,-0.0104712041884816
1768,199,86,0.313,0.34,0.455,0.795,0.142,0.142433234421365
1769,141,51,0.262,0.318,0.353,0.671,0.091,0.0201005025125628
1770,151,90,0.27,0.321,0.469,0.79,0.199,0.021523178807947
1771,135,76,0.245,0.294,0.44,0.734,0.195,0.009933774834437
1772,161,35,0.303,0.364,0.393,0.757,0.09,0.0938566552901023
1773,147,40,0.302,0.387,0.346,0.732,0.043,0.0603448275862069
1774,154,82,0.266,0.308,0.386,0.694,0.121,0.0608
1775,143,86,0.285,0.384,0.519,0.903,0.234,0.0085034013605442
1776,162,90,0.281,0.357,0.399,0.756,0.118,0.0690184049079754
1777,146,105,0.267,0.398,0.529,0.928,0.262,-0.0434131736526946
1778,142,64,0.262,0.342,0.392,0.734,0.131,-0.0424836601307189
1779,169,100,0.289,0.345,0.443,0.788,0.154,0.0684292379471228
1780,135,63,0.266,0.313,0.427,0.741,0.161,0.0809352517985611
1781,151,52,0.284,0.306,0.39,0.696,0.105,0.0648648648648648
1782,183,102,0.3,0.343,0.489,0.831,0.189,0.1148036253776435
1783,115,34,0.266,0.363,0.406,0.77,0.141,0.0
1784,119,46,0.25,0.302,0.357,0.659,0.107,0.0037523452157598
1785,131,51,0.26,0.323,0.334,0.657,0.074,0.0862676056338028
1786,130,80,0.265,0.285,0.442,0.727,0.177,0.0576923076923076
1787,109,43,0.241,0.331,0.305,0.636,0.064,0.0247148288973384
1788,115,55,0.241,0.303,0.423,0.726,0.182,-0.0153256704980842
1789,115,48,0.25,0.307,0.328,0.635,0.078,0.0117647058823529
1790,116,27,0.252,0.303,0.308,0.611,0.056,-0.0098231827111984
1791,133,61,0.268,0.303,0.401,0.705,0.133,0.0355805243445692
1793,183,118,0.312,0.414,0.596,1.011,0.284,0.1728571428571428
1794,129,77,0.269,0.375,0.453,0.828,0.184,0.019434628975265
1795,161,85,0.307,0.388,0.51,0.899,0.204,0.0729684908789386
1796,136,63,0.268,0.343,0.479,0.823,0.211,0.0403508771929824
1797,186,103,0.312,0.39,0.532,0.922,0.22,0.1125925925925925
1798,175,83,0.269,0.366,0.464,0.83,0.195,-0.0092838196286472
1799,197,117,0.336,0.376,0.598,0.974,0.262,0.0833333333333333
1800,165,86,0.29,0.385,0.506,0.891,0.216,0.1122754491017964
1801,148,95,0.315,0.381,0.568,0.949,0.253,0.1379962192816635
1802,166,71,0.284,0.37,0.496,0.865,0.212,0.0178837555886736
1803,117,65,0.275,0.387,0.445,0.832,0.169,0.0978473581213307
1804,143,70,0.281,0.353,0.493,0.846,0.212,-0.0052356020942408
1805,164,85,0.296,0.388,0.532,0.921,0.236,0.0521472392638036
1806,122,62,0.262,0.329,0.342,0.671,0.08,0.0153550863723608
1807,168,69,0.29,0.34,0.425,0.765,0.135,0.0505529225908372
1808,157,61,0.278,0.352,0.458,0.81,0.181,0.0552922590837282
1809,169,105,0.287,0.369,0.508,0.877,0.221,0.0222551928783382
1810,134,83,0.285,0.358,0.497,0.854,0.212,0.0763500931098696
1811,144,72,0.277,0.393,0.456,0.849,0.179,0.0112359550561797
1812,176,101,0.298,0.393,0.511,0.904,0.213,0.0533910533910533
1813,142,38,0.265,0.341,0.346,0.686,0.08,0.0132231404958677
1814,150,91,0.257,0.341,0.452,0.793,0.195,0.0135542168674698
1815,161,58,0.264,0.327,0.375,0.702,0.111,-0.0281899109792284
1816,163,76,0.3,0.378,0.475,0.853,0.175,0.0807754442649434
1817,128,66,0.276,0.361,0.498,0.859,0.222,-0.0168539325842696
1818,170,66,0.293,0.346,0.429,0.775,0.136,0.0619047619047619
1819,184,66,0.307,0.35,0.459,0.809,0.152,0.1105990783410138
1820,172,59,0.275,0.332,0.43,0.762,0.155,0.106259097525473
1821,188,103,0.304,0.365,0.501,0.866,0.197,0.0978102189781021
1822,165,52,0.298,0.339,0.386,0.726,0.088,0.1063122923588039
1823,166,103,0.283,0.354,0.503,0.856,0.22,-0.008955223880597
1824,163,56,0.286,0.365,0.449,0.814,0.163,0.0934150076569678
1825,131,77,0.255,0.329,0.444,0.773,0.189,-0.0514579759862778
1826,152,69,0.259,0.327,0.429,0.756,0.17,0.0910493827160493
1827,145,103,0.26,0.356,0.536,0.892,0.276,-0.0586419753086419
1828,158,102,0.283,0.34,0.525,0.865,0.242,0.0325732899022801
1829,138,71,0.264,0.351,0.44,0.791,0.176,-0.0199667221297836
1830,126,64,0.248,0.32,0.407,0.727,0.159,-0.063047285464098
1831,174,104,0.285,0.337,0.464,0.801,0.179,0.044776119402985
1832,128,79,0.258,0.322,0.496,0.818,0.238,0.0200729927007299
1833,173,91,0.282,0.325,0.461,0.786,0.179,0.0683890577507598
1834,129,85,0.248,0.31,0.44,0.749,0.192,0.0382608695652173
1835,151,83,0.261,0.401,0.471,0.871,0.209,0.0182072829131652
1836,135,69,0.273,0.356,0.442,0.799,0.17,-0.0560420315236427
1837,159,54,0.282,0.321,0.428,0.749,0.146,0.1160862354892205
1838,151,47,0.321,0.359,0.416,0.775,0.096,0.0573122529644268
1839,151,82,0.292,0.364,0.493,0.857,0.201,0.0444444444444444
1840,156,85,0.273,0.341,0.448,0.788,0.175,0.046656298600311
1841,139,41,0.3,0.347,0.408,0.755,0.108,0.0415019762845849
1842,99,85,0.198,0.32,0.433,0.753,0.234,-0.1359060402684563
1843,148,59,0.288,0.351,0.393,0.744,0.105,0.1165217391304347
1844,154,83,0.275,0.349,0.444,0.793,0.169,0.0393081761006289
1845,151,63,0.268,0.323,0.409,0.732,0.14,0.0487012987012987
1846,114,36,0.26,0.347,0.41,0.757,0.15,0.0178217821782178
1847,152,108,0.276,0.353,0.505,0.859,0.229,-0.0177419354838709
1848,157,88,0.267,0.329,0.395,0.723,0.128,0.0385802469135802
1849,141,65,0.269,0.308,0.392,0.7,0.124,-0.0156794425087108
1850,146,100,0.261,0.32,0.468,0.788,0.207,-0.0536585365853658
1851,130,42,0.263,0.303,0.354,0.657,0.091,0.0893854748603352
1852,129,24,0.253,0.319,0.314,0.633,0.061,-0.0069324090121317
1853,119,41,0.235,0.288,0.326,0.614,0.091,0.0271739130434782
1854,150,89,0.249,0.31,0.45,0.76,0.201,-0.0434131736526946
1855,112,83,0.241,0.294,0.452,0.745,0.211,0.0355029585798816
1856,136,86,0.266,0.327,0.431,0.758,0.164,-0.0017513134851138
1857,146,86,0.247,0.306,0.414,0.72,0.167,-0.0045871559633027
1858,126,42,0.265,0.328,0.338,0.667,0.074,0.0491493383742911
1859,117,42,0.255,0.317,0.354,0.671,0.098,0.0392927308447937
1860,149,89,0.246,0.291,0.417,0.708,0.17,0.0955315870570107
1861,195,126,0.324,0.399,0.586,0.986,0.262,0.04644412191582
1863,126,71,0.27,0.351,0.466,0.817,0.195,0.0094876660341555
1864,185,103,0.309,0.416,0.531,0.947,0.222,0.0611961057023643
1865,171,88,0.289,0.369,0.529,0.898,0.24,0.0801186943620178
1866,139,86,0.282,0.351,0.469,0.82,0.187,0.0415913200723327
1867,145,65,0.305,0.349,0.465,0.814,0.16,0.1119691119691119
1868,181,44,0.337,0.384,0.493,0.877,0.156,0.1945392491467577
1869,145,61,0.279,0.355,0.491,0.847,0.212,0.1569965870307167
1870,162,105,0.302,0.372,0.544,0.916,0.242,0.1155115511551155
1871,148,89,0.259,0.364,0.456,0.82,0.198,0.0339233038348082
1872,183,82,0.3,0.353,0.457,0.81,0.157,0.0992592592592592
1873,170,120,0.299,0.415,0.566,0.981,0.267,0.0924855491329479
1874,147,94,0.301,0.412,0.547,0.959,0.246,0.090289608177172
1875,134,71,0.236,0.331,0.42,0.751,0.183,0.0166919575113808
1876,132,75,0.296,0.388,0.525,0.912,0.229,0.0930232558139534
1877,136,40,0.264,0.323,0.393,0.716,0.13,-0.0035211267605633
1878,135,87,0.262,0.356,0.537,0.893,0.275,-0.0299500831946755
1879,173,99,0.299,0.366,0.541,0.906,0.242,0.17357910906298
1880,140,63,0.285,0.356,0.51,0.866,0.226,0.0381125226860254
1881,120,65,0.249,0.341,0.427,0.768,0.178,0.0612612612612612
1882,152,63,0.268,0.338,0.399,0.736,0.131,0.1077654516640253
1883,142,92,0.295,0.363,0.526,0.889,0.231,0.0793357933579335
1884,173,93,0.306,0.361,0.51,0.871,0.204,0.1166134185303514
1885,122,49,0.269,0.35,0.468,0.818,0.199,0.0349514563106796
1886,135,66,0.236,0.323,0.414,0.737,0.178,-0.0592705167173252
1887,142,62,0.292,0.368,0.421,0.789,0.129,0.0090744101633393
1888,150,97,0.256,0.341,0.474,0.814,0.217,-0.019578313253012
1889,161,94,0.275,0.342,0.446,0.788,0.171,0.1010719754977029
1890,167,36,0.296,0.36,0.393,0.753,0.097,-0.0202808112324493
1891,158,95,0.303,0.36,0.55,0.91,0.247,0.0243478260869565
1892,152,78,0.266,0.352,0.427,0.779,0.161,0.0438729198184568
1893,207,66,0.307,0.341,0.432,0.773,0.125,0.0699300699300699
1894,111,80,0.225,0.357,0.462,0.819,0.237,-0.0511551155115511
1895,163,83,0.273,0.334,0.408,0.742,0.134,0.0241691842900302
1896,135,37,0.297,0.344,0.424,0.768,0.127,0.0218687872763419
1897,140,82,0.233,0.311,0.453,0.764,0.22,-0.0133928571428571
1898,130,58,0.232,0.33,0.389,0.718,0.157,-0.0677966101694915
1899,160,49,0.276,0.315,0.382,0.696,0.105,0.0421875
1900,147,44,0.243,0.321,0.364,0.686,0.121,-0.1071953010279001
1901,130,50,0.277,0.335,0.339,0.674,0.062,0.0401529636711281
1902,128,45,0.266,0.363,0.432,0.796,0.166,0.0159857904085257
1903,153,65,0.288,0.339,0.416,0.755,0.128,0.0549828178694158
1904,131,17,0.29,0.359,0.347,0.706,0.058,0.0274509803921568
1905,125,70,0.275,0.344,0.47,0.814,0.196,0.0546875
1906,141,116,0.253,0.346,0.488,0.835,0.235,-0.0419254658385093
1907,146,43,0.276,0.313,0.353,0.666,0.078,0.052539404553415
1908,135,59,0.284,0.347,0.483,0.83,0.2,0.0562851782363977
1909,143,57,0.26,0.302,0.385,0.687,0.125,0.0932203389830508
1910,136,40,0.245,0.308,0.307,0.615,0.061,-0.0161812297734627
1911,116,88,0.244,0.289,0.469,0.759,0.225,-0.0177165354330708
1912,148,49,0.253,0.298,0.358,0.656,0.104,-0.0532081377151799
1913,125,56,0.262,0.322,0.372,0.694,0.111,0.0770676691729323
1914,114,72,0.247,0.33,0.468,0.797,0.221,0.0133333333333333
1915,161,76,0.282,0.346,0.448,0.795,0.166,-0.0346456692913385
1916,136,56,0.241,0.27,0.372,0.642,0.131,-0.0404721753794266
1917,109,57,0.245,0.329,0.374,0.703,0.128,-0.0353634577603143
1918,106,57,0.227,0.316,0.367,0.683,0.139,-0.0792452830188679
1919,140,68,0.252,0.271,0.381,0.652,0.129,0.0530821917808219
1920,122,67,0.223,0.28,0.346,0.626,0.123,-0.0316666666666666
1921,128,59,0.246,0.306,0.37,0.676,0.125,-0.0086355785837651
1922,131,84,0.245,0.289,0.419,0.707,0.174,0.0191304347826086
1924,159,76,0.315,0.373,0.501,0.874,0.186,0.1065719360568383
1925,194,96,0.327,0.4,0.553,0.953,0.226,0.0609212481426448
1926,173,115,0.286,0.376,0.498,0.875,0.212,0.0028612303290414
1927,191,112,0.319,0.391,0.595,0.987,0.276,0.0886262924667651
1928,178,93,0.306,0.391,0.492,0.883,0.186,0.0641791044776119
1929,139,88,0.286,0.391,0.438,0.829,0.152,-0.0401396160558464
1930,171,105,0.3,0.36,0.54,0.901,0.24,0.1428571428571428
1931,158,82,0.269,0.335,0.479,0.814,0.21,0.0061443932411674
1932,171,57,0.274,0.348,0.391,0.739,0.117,-0.0199146514935988
1933,184,85,0.302,0.36,0.522,0.882,0.22,0.124251497005988
1934,158,68,0.25,0.316,0.427,0.743,0.177,0.0958512160228898
1935,177,102,0.295,0.379,0.497,0.877,0.202,0.0406976744186046
1936,174,56,0.288,0.338,0.44,0.778,0.152,0.0895295902883156
1937,186,70,0.301,0.359,0.438,0.796,0.136,0.1014492753623188
1938,144,59,0.27,0.34,0.477,0.817,0.206,0.0586264656616415
1939,150,73,0.292,0.335,0.511,0.845,0.218,0.0347349177330895
1940,163,95,0.282,0.346,0.478,0.824,0.196,0.0608424336973478
1941,184,57,0.287,0.347,0.433,0.78,0.146,0.1256983240223463
1942,147,79,0.293,0.372,0.467,0.839,0.174,-0.0105820105820105
1943,155,100,0.271,0.343,0.51,0.853,0.238,0.0108191653786707
1944,147,97,0.269,0.346,0.495,0.842,0.227,0.0290791599353796
1945,163,77,0.281,0.321,0.429,0.75,0.148,0.0898876404494382
1946,115,78,0.22,0.348,0.384,0.732,0.164,-0.0539682539682539
1947,147,108,0.262,0.322,0.499,0.821,0.237,-0.0292682926829268
1948,183,78,0.283,0.323,0.43,0.753,0.147,0.0477568740955137
1949,136,53,0.3,0.389,0.474,0.863,0.174,-0.0264150943396226
1950,158,89,0.284,0.351,0.46,0.812,0.176,0.0194174757281553
1951,147,82,0.286,0.359,0.49,0.85,0.204,0.0272572402044293
1952,157,85,0.303,0.371,0.51,0.881,0.207,0.0552677029360967
1953,147,56,0.247,0.315,0.402,0.717,0.155,-0.0775075987841945
1954,114,52,0.27,0.373,0.414,0.786,0.144,-0.0574257425742574
1955,155,67,0.28,0.355,0.43,0.785,0.15,0.0493630573248407
1956,128,85,0.244,0.317,0.467,0.784,0.223,-0.1023890784982935
1957,141,99,0.252,0.327,0.514,0.841,0.263,0.0126382306477093
1958,150,50,0.288,0.355,0.433,0.787,0.144,0.1309523809523809
1959,132,69,0.28,0.342,0.426,0.768,0.146,-0.0018867924528301
1960,144,92,0.307,0.354,0.522,0.876,0.215,0.0856031128404669
1961,152,83,0.27,0.334,0.507,0.841,0.237,0.0144694533762057
1962,167,37,0.29,0.34,0.399,0.74,0.109,0.0809523809523809
1963,138,35,0.246,0.288,0.399,0.687,0.153,0.0183333333333333
1964,139,44,0.254,0.299,0.354,0.653,0.1,0.0884353741496598
1965,133,50,0.263,0.35,0.403,0.753,0.14,0.0549828178694158
1966,123,45,0.243,0.306,0.349,0.656,0.107,-0.017825311942959
1967,140,94,0.259,0.34,0.456,0.796,0.196,0.032258064516129
1968,130,86,0.274,0.317,0.516,0.832,0.242,0.0446601941747572
1969,166,65,0.291,0.332,0.403,0.735,0.112,0.0473856209150326
1970,128,90,0.253,0.327,0.506,0.833,0.253,-0.021015761821366
1971,135,63,0.23,0.328,0.4,0.728,0.17,-0.0443131462333825
1972,105,40,0.213,0.277,0.333,0.61,0.12,-0.1139705882352941
1973,150,62,0.273,0.348,0.393,0.741,0.12,-0.0096930533117932
1974,118,90,0.227,0.308,0.462,0.771,0.235,-0.0291095890410958
1975,126,49,0.264,0.325,0.346,0.671,0.082,0.071563088512241
1976,147,54,0.309,0.341,0.421,0.762,0.112,0.0594059405940594
1977,185,84,0.317,0.404,0.508,0.911,0.19,0.0890207715133531
1978,161,80,0.319,0.359,0.477,0.836,0.158,0.1275415896487985
1979,199,78,0.318,0.392,0.481,0.873,0.163,0.1408647140864714
1980,146,82,0.28,0.34,0.455,0.795,0.175,0.0672413793103448
1981,153,72,0.294,0.371,0.45,0.821,0.156,0.06890756302521
1982,152,73,0.284,0.338,0.506,0.843,0.222,-0.0084745762711864
1983,162,54,0.285,0.423,0.462,0.885,0.178,0.0435393258426966
1984,182,125,0.302,0.401,0.551,0.952,0.249,0.0464788732394366
1985,177,73,0.305,0.435,0.491,0.926,0.186,0.0275482093663911
1986,99,55,0.226,0.327,0.377,0.703,0.151,-0.0415019762845849
1987,176,109,0.319,0.396,0.501,0.897,0.181,0.0317965023847376
1988,139,82,0.312,0.391,0.54,0.931,0.229,0.076171875
1989,178,99,0.283,0.339,0.483,0.822,0.2,0.0625909752547307
1990,147,82,0.318,0.398,0.532,0.931,0.214,0.0601503759398496
1991,143,35,0.28,0.343,0.441,0.784,0.161,-0.0123674911660777
1992,168,80,0.28,0.331,0.453,0.784,0.173,-0.0106870229007633
1993,147,67,0.289,0.36,0.481,0.841,0.193,0.0192644483362521
1994,156,94,0.3,0.389,0.49,0.879,0.19,0.1179401993355481
1995,164,109,0.262,0.329,0.478,0.807,0.216,-0.0315638450502152
1996,173,49,0.294,0.329,0.423,0.752,0.129,0.0513643659711075
1997,135,69,0.284,0.348,0.475,0.823,0.191,0.0809792843691148
1998,147,70,0.263,0.354,0.464,0.818,0.201,-0.0171073094867807
1999,150,59,0.248,0.296,0.396,0.692,0.149,0.10790273556231
2000,131,52,0.272,0.36,0.423,0.783,0.151,0.0108499095840868
2001,130,50,0.25,0.347,0.4,0.747,0.15,-0.055
2002,161,48,0.268,0.323,0.403,0.726,0.135,0.0542986425339366
2003,170,47,0.279,0.327,0.38,0.707,0.102,0.0619335347432024
2004,165,68,0.321,0.358,0.457,0.816,0.136,-0.0292504570383912
2005,188,78,0.286,0.319,0.415,0.733,0.129,0.0746054519368723
2006,106,62,0.249,0.365,0.48,0.845,0.231,-0.0555555555555555
2007,132,47,0.279,0.337,0.395,0.732,0.116,0.0307692307692307
2008,124,73,0.234,0.314,0.407,0.721,0.173,-0.0183333333333333
2009,162,84,0.331,0.389,0.53,0.919,0.198,0.0518518518518518
2010,156,79,0.275,0.344,0.465,0.809,0.19,0.0078988941548183
2011,130,100,0.233,0.296,0.473,0.77,0.24,-0.0912052117263843
2012,164,84,0.296,0.339,0.491,0.83,0.195,0.0766666666666666
2013,158,103,0.261,0.31,0.396,0.706,0.135,0.039039039039039
2014,129,53,0.268,0.312,0.484,0.796,0.216,-0.003883495145631
2015,160,97,0.315,0.373,0.457,0.83,0.142,0.0266429840142095
2016,145,31,0.297,0.357,0.369,0.726,0.072,0.093235831809872
2017,135,83,0.272,0.324,0.494,0.818,0.222,0.037037037037037
2018,171,100,0.293,0.342,0.461,0.803,0.168,0.0390015600624025
2019,120,53,0.251,0.339,0.418,0.757,0.167,0.0381125226860254
2020,121,63,0.249,0.301,0.444,0.745,0.195,-0.0228571428571428
2021,171,37,0.286,0.356,0.37,0.726,0.084,0.1053412462908011
2022,120,41,0.265,0.341,0.35,0.69,0.084,-0.0371819960861056
2023,124,43,0.248,0.311,0.363,0.674,0.114,-0.0145454545454545
2024,146,79,0.278,0.341,0.417,0.758,0.139,0.0273972602739726
2025,141,80,0.233,0.323,0.419,0.742,0.186,0.0130434782608695
2026,151,67,0.276,0.351,0.37,0.721,0.095,0.0127388535031847
2027,130,52,0.267,0.301,0.405,0.706,0.138,0.0389105058365758
2028,151,39,0.252,0.318,0.348,0.667,0.097,0.024024024024024
2029,116,68,0.251,0.301,0.47,0.77,0.219,0.0357852882703777
2030,144,63,0.254,0.284,0.381,0.665,0.127,0.0275080906148867
2031,172,82,0.282,0.333,0.417,0.75,0.135,0.1039156626506024
2032,121,62,0.237,0.332,0.403,0.735,0.166,-0.0322033898305084
2033,80,55,0.179,0.309,0.362,0.671,0.183,-0.1415270018621973
2034,121,60,0.262,0.34,0.381,0.721,0.119,-0.0326295585412667
2035,163,44,0.245,0.284,0.347,0.631,0.102,-0.0340425531914893
2036,104,41,0.208,0.266,0.303,0.569,0.096,0.0324324324324324
